chr1	ENSMUSG00000102693.2
chr1	ENSMUSG00000064842.3
chr1	ENSMUSG00000051951.6
chr1	ENSMUSG00000102851.2
chr1	ENSMUSG00000103377.2
chr1	ENSMUSG00000104017.2
chr1	ENSMUSG00000103025.2
chr1	ENSMUSG00000089699.3
chr1	ENSMUSG00000103201.2
chr1	ENSMUSG00000103147.2
chr1	ENSMUSG00000103161.2
chr1	ENSMUSG00000102331.2
chr1	ENSMUSG00000102348.2
chr1	ENSMUSG00000102592.2
chr1	ENSMUSG00000088333.4
chr1	ENSMUSG00000142494.1
chr1	ENSMUSG00000102343.2
chr1	ENSMUSG00000133908.1
chr1	ENSMUSG00000025900.14
chr1	ENSMUSG00000102948.2
chr1	ENSMUSG00000104123.2
chr1	ENSMUSG00000135717.1
chr1	ENSMUSG00000139157.1
chr1	ENSMUSG00000025902.14
chr1	ENSMUSG00000104238.3
chr1	ENSMUSG00000102269.2
chr1	ENSMUSG00000118917.1
chr1	ENSMUSG00000103003.2
chr1	ENSMUSG00000104328.3
chr1	ENSMUSG00000131850.1
chr1	ENSMUSG00000102735.2
chr1	ENSMUSG00000098104.2
chr1	ENSMUSG00000102175.2
chr1	ENSMUSG00000135930.1
chr1	ENSMUSG00002075947.1
chr1	ENSMUSG00000103265.2
chr1	ENSMUSG00000103922.2
chr1	ENSMUSG00000033845.14
chr1	ENSMUSG00000102275.2
chr1	ENSMUSG00000120403.2
chr1	ENSMUSG00000136002.1
chr1	ENSMUSG00000025903.15
chr1	ENSMUSG00000104217.2
chr1	ENSMUSG00000137875.1
chr1	ENSMUSG00000033813.16
chr1	ENSMUSG00000062588.5
chr1	ENSMUSG00000103280.2
chr1	ENSMUSG00000002459.18
chr1	ENSMUSG00000091305.2
chr1	ENSMUSG00000102653.2
chr1	ENSMUSG00000085623.2
chr1	ENSMUSG00000091665.2
chr1	ENSMUSG00000033793.13
chr1	ENSMUSG00000143188.1
chr1	ENSMUSG00000104352.2
chr1	ENSMUSG00000143351.1
chr1	ENSMUSG00000104046.2
chr1	ENSMUSG00000102907.2
chr1	ENSMUSG00000025905.15
chr1	ENSMUSG00000103936.2
chr1	ENSMUSG00002076544.1
chr1	ENSMUSG00000103519.2
chr1	ENSMUSG00000033774.5
chr1	ENSMUSG00000103090.2
chr1	ENSMUSG00000090031.5
chr1	ENSMUSG00000025907.15
chr1	ENSMUSG00000087247.4
chr1	ENSMUSG00000143943.1
chr1	ENSMUSG00000103355.2
chr1	ENSMUSG00000102706.2
chr1	ENSMUSG00000141243.1
chr1	ENSMUSG00000103845.2
chr1	ENSMUSG00000033740.18
chr1	ENSMUSG00000103329.3
chr1	ENSMUSG00000104385.2
chr1	ENSMUSG00000102135.2
chr1	ENSMUSG00000103282.2
chr1	ENSMUSG00000102534.2
chr1	ENSMUSG00000102213.2
chr1	ENSMUSG00000103629.2
chr1	ENSMUSG00000120372.2
chr1	ENSMUSG00000051285.18
chr1	ENSMUSG00000138092.1
chr1	ENSMUSG00000098201.2
chr1	ENSMUSG00000103509.2
chr1	ENSMUSG00000126455.1
chr1	ENSMUSG00000048538.8
chr1	ENSMUSG00000103709.2
chr1	ENSMUSG00000126493.1
chr1	ENSMUSG00000077244.3
chr1	ENSMUSG00000097797.8
chr1	ENSMUSG00000102768.2
chr1	ENSMUSG00000103498.2
chr1	ENSMUSG00000103067.2
chr1	ENSMUSG00000102320.2
chr1	ENSMUSG00000104226.2
chr1	ENSMUSG00000103903.2
chr1	ENSMUSG00000103557.2
chr1	ENSMUSG00000132588.1
chr1	ENSMUSG00000135709.1
chr1	ENSMUSG00000135722.1
chr1	ENSMUSG00000025909.17
chr1	ENSMUSG00000102647.2
chr1	ENSMUSG00000086235.2
chr1	ENSMUSG00000123533.1
chr1	ENSMUSG00000102253.2
chr1	ENSMUSG00002074990.1
chr1	ENSMUSG00000103884.2
chr1	ENSMUSG00000084353.2
chr1	ENSMUSG00000103933.2
chr1	ENSMUSG00002075967.1
chr1	ENSMUSG00000086195.2
chr1	ENSMUSG00000104504.2
chr1	ENSMUSG00000123491.1
chr1	ENSMUSG00000066693.3
chr1	ENSMUSG00000102316.2
chr1	ENSMUSG00000103819.2
chr1	ENSMUSG00000102871.2
chr1	ENSMUSG00000101571.3
chr1	ENSMUSG00000135814.1
chr1	ENSMUSG00000104428.2
chr1	ENSMUSG00000102272.2
chr1	ENSMUSG00000065625.3
chr1	ENSMUSG00000079671.11
chr1	ENSMUSG00000103411.2
chr1	ENSMUSG00000061024.9
chr1	ENSMUSG00000025911.15
chr1	ENSMUSG00000081441.4
chr1	ENSMUSG00000067879.4
chr1	ENSMUSG00000099827.2
chr1	ENSMUSG00000025912.17
chr1	ENSMUSG00000123215.1
chr1	ENSMUSG00000045210.9
chr1	ENSMUSG00000097893.11
chr1	ENSMUSG00000128816.1
chr1	ENSMUSG00000025915.15
chr1	ENSMUSG00000046334.5
chr1	ENSMUSG00002075801.1
chr1	ENSMUSG00000098234.10
chr1	ENSMUSG00000046101.17
chr1	ENSMUSG00000093178.3
chr1	ENSMUSG00000099032.3
chr1	ENSMUSG00000104025.2
chr1	ENSMUSG00000025916.11
chr1	ENSMUSG00000087199.2
chr1	ENSMUSG00000121270.1
chr1	ENSMUSG00000119658.1
chr1	ENSMUSG00000025917.10
chr1	ENSMUSG00000056763.17
chr1	ENSMUSG00000137212.1
chr1	ENSMUSG00000102356.2
chr1	ENSMUSG00000067851.12
chr1	ENSMUSG00002076532.1
chr1	ENSMUSG00000102556.2
chr1	ENSMUSG00000127523.1
chr1	ENSMUSG00000123573.1
chr1	ENSMUSG00000042501.13
chr1	ENSMUSG00000103810.2
chr1	ENSMUSG00000130625.1
chr1	ENSMUSG00000083422.2
chr1	ENSMUSG00000119312.1
chr1	ENSMUSG00000137678.1
chr1	ENSMUSG00000081417.2
chr1	ENSMUSG00000103448.2
chr1	ENSMUSG00000100212.2
chr1	ENSMUSG00000125508.1
chr1	ENSMUSG00000100648.2
chr1	ENSMUSG00000130062.1
chr1	ENSMUSG00002076499.1
chr1	ENSMUSG00000048960.14
chr1	ENSMUSG00000127757.1
chr1	ENSMUSG00000127802.1
chr1	ENSMUSG00000077318.3
chr1	ENSMUSG00000101827.2
chr1	ENSMUSG00000122491.1
chr1	ENSMUSG00000103494.2
chr1	ENSMUSG00000143092.1
chr1	ENSMUSG00000057715.14
chr1	ENSMUSG00000103825.2
chr1	ENSMUSG00000099845.2
chr1	ENSMUSG00000139014.1
chr1	ENSMUSG00000138973.1
chr1	ENSMUSG00000103561.2
chr1	ENSMUSG00000134440.1
chr1	ENSMUSG00000101610.2
chr1	ENSMUSG00000141382.1
chr1	ENSMUSG00000118923.1
chr1	ENSMUSG00000098555.3
chr1	ENSMUSG00000143719.1
chr1	ENSMUSG00000097628.2
chr1	ENSMUSG00000098163.2
chr1	ENSMUSG00000097171.3
chr1	ENSMUSG00000101314.3
chr1	ENSMUSG00000016918.16
chr1	ENSMUSG00000127288.1
chr1	ENSMUSG00000025938.17
chr1	ENSMUSG00000104518.2
chr1	ENSMUSG00000141815.1
chr1	ENSMUSG00000069620.7
chr1	ENSMUSG00000099498.3
chr1	ENSMUSG00000042414.8
chr1	ENSMUSG00000005886.15
chr1	ENSMUSG00000103506.2
chr1	ENSMUSG00000103495.2
chr1	ENSMUSG00002076346.1
chr1	ENSMUSG00000102639.2
chr1	ENSMUSG00000104170.2
chr1	ENSMUSG00000134412.1
chr1	ENSMUSG00000087782.3
chr1	ENSMUSG00000103085.2
chr1	ENSMUSG00000102664.2
chr1	ENSMUSG00000134452.1
chr1	ENSMUSG00000101476.3
chr1	ENSMUSG00000134491.1
chr1	ENSMUSG00000122424.1
chr1	ENSMUSG00000101171.2
chr1	ENSMUSG00000126000.1
chr1	ENSMUSG00000025935.11
chr1	ENSMUSG00000120948.2
chr1	ENSMUSG00000131318.1
chr1	ENSMUSG00000025937.7
chr1	ENSMUSG00000102982.2
chr1	ENSMUSG00000067813.4
chr1	ENSMUSG00000077368.3
chr1	ENSMUSG00000097711.2
chr1	ENSMUSG00000134219.1
chr1	ENSMUSG00000102166.2
chr1	ENSMUSG00002075174.1
chr1	ENSMUSG00000104209.2
chr1	ENSMUSG00000025932.15
chr1	ENSMUSG00002075819.1
chr1	ENSMUSG00000102588.2
chr1	ENSMUSG00000127312.1
chr1	ENSMUSG00000127278.1
chr1	ENSMUSG00000140763.1
chr1	ENSMUSG00000140464.1
chr1	ENSMUSG00000134469.1
chr1	ENSMUSG00000054493.4
chr1	ENSMUSG00000025930.7
chr1	ENSMUSG00000103492.2
chr1	ENSMUSG00000081201.2
chr1	ENSMUSG00000082193.2
chr1	ENSMUSG00000032769.6
chr1	ENSMUSG00000088159.3
chr1	ENSMUSG00000125466.1
chr1	ENSMUSG00000073737.4
chr1	ENSMUSG00000092083.5
chr1	ENSMUSG00000128216.1
chr1	ENSMUSG00000102937.2
chr1	ENSMUSG00000104149.2
chr1	ENSMUSG00000137925.1
chr1	ENSMUSG00000088829.3
chr1	ENSMUSG00000132707.1
chr1	ENSMUSG00000077377.3
chr1	ENSMUSG00000101652.2
chr1	ENSMUSG00000100814.2
chr1	ENSMUSG00000132745.1
chr1	ENSMUSG00000132786.1
chr1	ENSMUSG00000025925.15
chr1	ENSMUSG00000104379.2
chr1	ENSMUSG00000032719.5
